Timestamp,Drillhole_Number,Record_Type,Value_X,Value_Y,Value_Z,Latitude,Longitude,Duration_s,AvgAccMag,AvgGyroMag,RMSAccZ,StdDevAccZ,AvgFFTFreq_Hz,MaxFFTAmp,Hardness,DrillRate_unit_s
1745821456794,1,GPS_START,,,,,,10.05400,9.77598,0.29154,16.76525,0.60496,0.29297,68.41541,Hard (FFT),
1745821456830,1,ACC,-3.6506214,6.453274,-6.589255,,
1745821456830,1,ACC,-3.7255692,6.3134527,-6.4113846,,
1745821456843,1,ACC,-3.7247841,6.284224,-6.6075563,,
1745821456864,1,ACC,-3.6827993,6.3360057,-6.737408,,
1745821456864,1,GYRO,0.18524924,0.072396256,-0.02448697,,
1745821456883,1,ACC,-3.6554384,6.2117085,-6.663389,,
1745821456883,1,GYRO,0.16821483,0.10646509,-0.027680922,,
1745821456903,1,ACC,-3.6964273,6.1980424,-6.691573,,
1745821456904,1,GYRO,0.15437438,0.10859439,-0.021293016,,
1745821456923,1,ACC,-3.6469054,6.1219544,-6.7855506,,
1745821456923,1,GYRO,0.13095206,0.103271134,-0.009581857,,
1745821456943,1,ACC,-3.5885155,6.22865,-6.7207923,,
1745821456943,1,GYRO,0.09475392,0.09901253,0.027680922,,
1745821456963,1,ACC,-3.5685194,6.18068,-6.6483245,,
1745821456964,1,GYRO,0.08304276,0.0606851,0.042586032,,
1745821456986,1,ACC,-3.52121,6.147563,-6.694006,,
1745821456986,1,GYRO,0.07771951,0.014905112,0.046844635,,
1745821457003,1,ACC,-3.5448549,6.134721,-6.7554984,,
1745821457003,1,GYRO,0.06174975,-0.0031939526,0.045779984,,
1745821457022,1,ACC,-3.5329797,6.117396,-6.732313,,
1745821457023,1,GYRO,0.0606851,0.017034413,0.043650683,,
1745821457042,1,ACC,-3.5109148,6.165711,-6.668369,,
1745821457042,1,GYRO,0.10752974,-0.0042586033,0.03726278,,
1745821457063,1,ACC,-3.4466162,6.2225204,-6.7433357,,
1745821457063,1,GYRO,0.15330972,-0.09901253,0.05003859,,
1745821457083,1,ACC,-3.428219,6.159572,-7.0286293,,
1745821457083,1,GYRO,0.14053391,-0.07559021,0.045779984,,
1745821457102,1,ACC,-3.4769652,6.0637083,-6.9106717,,
1745821457103,1,GYRO,0.11711159,-0.03726278,0.035133477,,
1745821457123,1,ACC,-3.5006962,6.1187177,-6.9651637,,
1745821457123,1,GYRO,0.07559021,-0.011711159,0.033004176,,
1745821457143,1,ACC,-3.473508,6.1483192,-6.7016006,,
1745821457143,1,GYRO,0.045779984,-0.021293016,0.03726278,,
1745821457162,1,ACC,-3.4642088,6.186474,-6.383785,,
1745821457162,1,GYRO,0.08304276,-0.11072369,0.05003859,,
1745821457182,1,ACC,-3.3772416,6.172501,-6.3001885,,
1745821457182,1,GYRO,0.17566739,-0.28639108,0.056426495,,
1745821457202,1,ACC,-3.4180965,6.078725,-6.2696958,,
1745821457203,1,GYRO,0.26509807,-0.39605013,0.04790929,,
1745821457222,1,ACC,-3.3806512,5.8631797,-6.0887613,,
1745821457222,1,GYRO,0.37156314,-0.5078384,0.03726278,,
1745821457242,1,ACC,-3.3193402,5.695902,-6.1811776,,
1745821457242,1,GYRO,0.50996774,-0.5749115,-0.017034413,,
1745821457262,1,ACC,-3.4964728,5.9178057,-6.9580007,,
1745821457262,1,GYRO,0.56745887,-0.49612728,-0.08091346,,
1745821457281,1,ACC,-3.819834,5.8575964,-7.243772,,
1745821457282,1,GYRO,0.46099383,-0.33855897,-0.08836602,,
1745821457303,1,ACC,-3.8429236,5.726701,-7.3192086,,
1745821457304,1,GYRO,0.359852,-0.20015436,-0.08091346,,
1745821457321,1,ACC,-3.7720647,5.642674,-7.109505,,
1745821457322,1,GYRO,0.30236083,-0.03939208,-0.09262462,,
1745821457341,1,ACC,-3.7685978,5.586678,-6.948845,,
1745821457342,1,GYRO,0.32684782,-0.042586032,-0.10752974,,
1745821457361,1,ACC,-3.8840847,5.555113,-6.9736104,,
1745821457362,1,GYRO,0.34388223,-0.07452556,-0.12456415,,
1745821457381,1,ACC,-3.9981349,5.542472,-7.195457,,
1745821457382,1,GYRO,0.33855897,-0.086236715,-0.1298874,,
1745821457400,1,ACC,-4.2763696,5.6454034,-7.5675163,,
1745821457401,1,GYRO,0.22251202,-0.042586032,-0.10220648,,
1745821457420,1,ACC,-4.1871233,5.5222454,-7.459959,,
1745821457421,1,GYRO,0.084107414,0.031939525,-0.052167892,,
1745821457443,1,ACC,-4.057789,5.5966954,-7.148234,,
1745821457444,1,GYRO,0.036198128,0.023422318,-0.013840461,,
1745821457460,1,ACC,-4.1101165,5.5682907,-6.970747,,
1745821457460,1,GYRO,0.043650683,-0.071331605,0.018099064,,
1745821457480,1,ACC,-4.1182857,5.4557056,-7.1624365,,
1745821457480,1,GYRO,0.055361845,-0.134146,0.03939208,,
1745821457499,1,ACC,-4.071091,5.3667946,-7.3473163,,
1745821457500,1,GYRO,0.023422318,-0.045779984,0.026616272,,
1745821457519,1,ACC,-4.0243177,5.358942,-7.275788,,
1745821457519,1,GYRO,-0.030874874,0.06813765,0.008517207,,
1745821457540,1,ACC,-3.9901958,5.434761,-7.054506,,
1745821457540,1,GYRO,-0.0628144,0.09901253,0.005323254,,
1745821457559,1,ACC,-3.931375,5.460858,-7.0550323,,
1745821457560,1,GYRO,-0.055361845,0.09901253,0.0042586033,,
1745821457579,1,ACC,-4.0188303,5.476574,-7.206959,,
1745821457579,1,GYRO,-0.06813765,0.14053391,0.007452556,,
1745821457599,1,ACC,-3.9525397,5.511864,-7.2123027,,
1745821457599,1,GYRO,-0.09688323,0.1320167,0.026616272,,
1745821457621,1,ACC,-3.8420618,5.499137,-7.1639013,,
1745821457621,1,GYRO,-0.119240895,0.11072369,0.033004176,,
1745821457639,1,ACC,-3.8701599,5.51015,-7.098942,,
1745821457639,1,GYRO,-0.13308136,0.031939525,0.042586032,,
1745821457659,1,ACC,-3.8797655,5.5486774,-7.1905155,,
1745821457659,1,GYRO,-0.14905111,-0.006387905,0.054297194,,
1745821457679,1,ACC,-3.9614365,5.6417255,-7.117741,,
1745821457679,1,GYRO,-0.16182692,0.027680922,0.10114183,,
1745821457699,1,ACC,-3.7101984,5.708485,-7.0153074,,
1745821457699,1,GYRO,-0.11391764,0.03832743,0.15118042,,
1745821457718,1,ACC,-3.6625445,5.744494,-6.541965,,
1745821457718,1,GYRO,0.033004176,-0.09794788,0.1905725,,
1745821457738,1,ACC,-3.622044,5.6836624,-6.216535,,
1745821457739,1,GYRO,0.27574456,-0.42586035,0.16927949,,
1745821457758,1,ACC,-3.7870524,5.386992,-6.158385,,
1745821457758,1,GYRO,0.47270498,-0.83681554,0.09262462,,
1745821457778,1,ACC,-4.146738,5.740357,-6.8028846,,
1745821457779,1,GYRO,0.55894166,-0.98267275,0.086236715,,
1745821457799,1,ACC,-4.26574,5.6369467,-7.194011,,
1745821457799,1,GYRO,0.48335147,-0.7793244,0.1256288,,
1745821457818,1,ACC,-4.290352,5.580252,-7.066381,,
1745821457818,1,GYRO,0.3641106,-0.5461659,0.14159857,,
1745821457837,1,ACC,-3.959617,5.4753475,-7.2092285,,
1745821457837,1,GYRO,0.32684782,-0.30023155,0.15756832,,
1745821457857,1,ACC,-3.6525846,5.3902197,-6.849562,,
1745821457857,1,GYRO,0.31300735,-0.030874874,0.09475392,,
1745821457877,1,ACC,-3.2427452,5.413989,-6.6049514,,
1745821457877,1,GYRO,0.33962363,0.12456415,-0.0031939526,,
1745821457896,1,ACC,-3.0264528,5.1523604,-7.080717,,
1745821457897,1,GYRO,0.268292,0.009581857,-0.1362753,,
1745821457916,1,ACC,-3.4497285,4.971713,-7.6875706,,
1745821457916,1,GYRO,0.09155997,0.026616272,-0.28745574,,
1745821457936,1,ACC,-6.0300937,4.995588,-7.7970724,,
1745821457937,1,GYRO,-0.118176244,0.35772267,-0.21080087,,
1745821457956,1,ACC,-5.3854313,5.087851,-7.957426,,
1745821457956,1,GYRO,-0.3204599,0.99970716,-0.10752974,,
1745821457976,1,ACC,-4.1603565,5.1526475,-7.6769886,,
1745821457976,1,GYRO,-0.4854808,1.549067,-0.17247343,,
1745821457996,1,ACC,-5.1132483,5.638661,-6.9571958,,
1745821457996,1,GYRO,-0.5461659,1.527774,-0.09794788,,
1745821458016,1,ACC,-4.813035,5.507909,-6.499319,,
1745821458017,1,GYRO,-0.43544218,1.1200126,0.10752974,,
1745821458035,1,ACC,-3.8394663,5.250446,-6.9148664,,
1745821458036,1,GYRO,-0.32791245,0.7367384,0.18524924,,
1745821458055,1,ACC,-3.89166,5.5118256,-7.123564,,
1745821458055,1,GYRO,-0.34388223,0.52700216,0.20441297,,
1745821458075,1,ACC,-3.717659,5.652605,-7.7119436,,
1745821458075,1,GYRO,-0.47270498,0.20654227,0.22464132,,
1745821458097,1,ACC,-3.6266985,5.6614537,-8.299529,,
1745821458097,1,GYRO,-0.76335466,-0.31407198,0.31726596,,
1745821458115,1,ACC,-3.0134284,4.9974456,-8.10149,,
1745821458116,1,GYRO,-0.8602379,-0.9092118,0.37156314,,
1745821458135,1,ACC,-3.1646461,5.4672174,-7.2320695,,
1745821458135,1,GYRO,-0.6430491,-1.2722578,0.4247957,,
1745821458155,1,ACC,-3.372578,6.4865246,-7.2617764,,
1745821458155,1,GYRO,-0.53551936,-0.73247975,0.3683692,,
1745821458175,1,ACC,-3.4814854,6.316105,-6.8299775,,
1745821458175,1,GYRO,-0.43863615,-0.21186551,0.3289771,,
1745821458194,1,ACC,-3.5571516,6.288926,-6.587359,,
1745821458194,1,GYRO,-0.27787387,0.30129617,0.30555478,,
1745821458214,1,ACC,-2.6968672,5.7256665,-6.275902,,
1745821458215,1,GYRO,-0.1948311,0.6057863,0.21825342,,
